,Unnamed: 0,name,message
4107,4107,TaeYuLy Channer,자야 라칸
4108,4108,ZED88,머리 주탱이네진짜
4109,4109,고최,또오카이 또칸 으
4110,4110,lIllIIIIIIlIl,"젠지팬들 제카 개무시하고 도피딜까지 싸잡아서 욕하면서 ""도피딜때문에 진거 맞는데?"" 이러고 있네 ㅋㅋㅋ 젠지팬인지 쵸맘인지 모르겠지만 제발 다른팀 선수 욕좀 하지마라 ㅋㅋㅋ"
4111,4111,izzu ma,광동 한세트라도 따보자
4112,4112,박준호,대항마 ㅋㅋ
4113,4113,플립,근데 광동은 맨날 스크림하고 연습해도 서부팀만 만나면 처참하게 발리는데 나같으면 현타 존ㅇ나 올 거 같음
4114,4114,momo,아니 니코하자
4115,4115,치라미,대항마 말하는거임?
4116,4116,강현호,이건 밀리오밴되고 마오카이 또주면 끝난거같은데
4117,4117,봉태,과관 이카노 ㅋㅋ
4118,4118,실플심플,또르키
4119,4119,예시,근데 광동보면 신인이니까.져도되 라는.마인드가 있는것같다
4120,4120,내따까리진한이,첫세트 불독 칼날부리는 길이길이남을 명장면이다
4121,4121,헤르츠,우틀않
4122,4122,sunny,대악마 뭐냐 ㅋㅋ대항마아니냐?
4123,4123,UzE,또해 ?
4124,4124,나가라,하지마라 ㅌㅋㅌ
4125,4125,내정신좀봐,우틀않
4126,4126,Chris Choi,우틀않?
4127,4127,Lifestyle ,코르키 또해??
4128,4128,rocholo javinar,0.75배속
4129,4129,이번에꼭,우틀않
4130,4130,ㅇㅇ,젠지팬인데 광동 얘네는 팬이 있음?
4131,4131,디거,도란 잘함?
4132,4132,사마다,신용재 ㄷㄷ
4133,4133,팔메이로,불독 코르키 멋하던데 대떡 ㅈㅈ. ㅅㄱ
4134,4134,원숭이도흰머리가날까,과관ㅋㅋㅋㅋ
4135,4135,Eric Kim,코르키에 마오카이 진부하다
4136,4136,이선우,우틀않
4137,4137,Nani K,라칸 좀 해라
4138,4138,재원,맥고집 우틀않 ㅋㅋ
4139,4139,밥콩,과관이라고 치는 너가 더 가관이다 '다간왕'
4140,4140,JaeHyung Kim,우틀않 ㅋㅋ
4141,4141,Sunglass,코르키는 좋음
4142,4142,콩이,커즈는개같겠다 커리어 꼬이고 프로게이머 나이가 얼마나 중요한데
4143,4143,외머외고,불독 코르키 = 패배
4144,4144,카이지,불독 그만해라
4145,4145,06_0_b,"아 긍데 넘 못함,,,,포킹챔을 못하는듯"
4146,4146,ggsasaf sssd,젠지의 중국 지지 발언과 티원의 페미니즘 좋아요
4147,4147,동김동동,젠지팬들 불독님 인신공격 그만하세요
4148,4148,어 이,비비고???
4149,4149,임동원,라칸
4150,4150,벙구,롤알못년들 신나게 채팅치는거 존나 웃기노 ㅋㅋ
4151,4151,hermit a,맥틀안
4152,4152,잠더,광동 힘내요....
4153,4153,지은,돈 저만큼 썼는데 한화가 지면 안되긴 해 ㅋㅋ
